"city","county","state",fips
"norwich","kingman","KS",20095
"norwich","mchenry","ND",38049
"norwich","chenango","NY",36017
"norwich","muskingum","OH",39119
"norwich","windsor","VT",50027
"norwood","san miguel","CO",8113
"norwood","warren","GA",13301
"norwood","east feliciana parish","LA",22037
"norwood","norfolk","MA",25021
"norwood","carver","MN",27019
"norwood","wright","MO",29229
"norwood","stanly","NC",37167
"norwood","bergen","NJ",34003
"norwood","st. lawrence","NY",36089
"norwood","delaware","PA",42045
"norwood","nelson","VA",51125
"norwood young america","carver","MN",27019
"notasulga","macon","AL",1087
"noti","lane","OR",41039
"notre dame","st. joseph","IN",18141
"notrees","ector","TX",48135
"nottawa","st. joseph","MI",26149
"nottingham","baltimore","MD",24005
"nottingham","rockingham","NH",33015
"nottingham","chester","PA",42029
"nottoway","nottoway","VA",51135
"notus","canyon","ID",16027
"nova","ashland","OH",39005
"novato","marin","CA",6041
"novelty","knox","MO",29103
"novelty","geauga","OH",39055
"novi","oakland","MI",NULL
"novice","coleman","TX",48083
"novinger","adair","MO",29001
"nowata","nowata","OK",40105
"noxapater","winston","MS",28159
"noxen","wyoming","PA",42131
"noxon","sanders","MT",30089
"noyes","kittson","MN",27069
"nu mine","armstrong","PA",42005
"nubieber","lassen","CA",6035
"nucla","montrose","CO",8085
"nuevo","riverside","CA",NULL
"nuiqsut","north slope borough","AK",2185
"nulato","yukon-koyukuk census area","AK",2290
"numidia","columbia","PA",42037
"nunam iqua","wade hampton census area","AK",NULL
"nunapitchuk","bethel census area","AK",2050
"nunda","livingston","NY",36051
"nunda","lake","SD",46079
"nunez","emanuel","GA",13107
"nunica","ottawa","MI",26139
"nunn","weld","CO",8123
"nunnelly","hickman","TN",47081
"nuremberg","schuylkill","PA",42079
"nursery","victoria","TX",48469
"nutley","essex","NJ",34013
"nutrioso","apache","AZ",4001
"nutting lake","middlesex","MA",25017
"nuttsville","lancaster","VA",51103
"nyack","rockland","NY",36087
"nye","stillwater","MT",30095
"nyssa","malheur","OR",41045
"o brien","suwannee","FL",12121
"o brien","josephine","OR",41033
"o brien","haskell","TX",48207
"o fallon","st. clair","IL",17163
"o fallon","st. charles","MO",29183
"o kean","randolph","AR",5121
"o neals","madera","CA",6039
"oacoma","lyman","SD",46085
"oak","nuckolls","NE",31129
"oak bluffs","dukes","MA",25007
"oak brook","dupage","IL",NULL
"oak city","martin","NC",37117
"oak city","millard","UT",49027
"oak creek","routt","CO",8107
"oak creek","milwaukee","WI",55079
"oak forest","cook","IL",17031
"oak grove","carroll","AR",5015
"oak grove","christian","KY",21047
"oak grove","west carroll parish","LA",22123
"oak grove","jackson","MO",29095
"oak hall","accomack","VA",51001
"oak harbor","ottawa","OH",39123
"oak harbor","island","WA",53029
"oak hill","wilcox","AL",1131
"oak hill","volusia","FL",12127
"oak hill","greene","NY",36039
"oak hill","jackson","OH",39079
"oak hill","fayette","WV",54019
"oak island","lake of the woods","MN",27077
"oak island","brunswick","NC",37019
"oak lawn","cook","IL",17031
"oak park","ventura","CA",NULL
"oak park","cook","IL",17031
"oak park","oakland","MI",26125
"oak park","benton","MN",27009
"oak ridge","richland parish","LA",22067
"oak ridge","cape girardeau","MO",29031
"oak ridge","guilford","NC",37081
"oak ridge","morris","NJ",34031
"oak ridge","armstrong","PA",42005
"oak ridge","anderson","TN",47001
"oak run","shasta","CA",6089
"oak vale","jefferson davis","MS",28077
"oak view","ventura","CA",6111
"oakboro","stanly","NC",37167
"oakdale","stanislaus","CA",6099
"oakdale","new london","CT",9011
"oakdale","johnson","IA",19103
"oakdale","washington","IL",17189
"oakdale","allen parish","LA",22039
"oakdale","antelope","NE",31003
"oakdale","suffolk","NY",36103
"oakdale","allegheny","PA",42003
"oakdale","morgan","TN",47129
"oakdale","monroe","WI",55081
"oakes","dickey","ND",38021
"oakesdale","whitman","WA",53075
"oakfield","worth","GA",13321
"oakfield","aroostook","ME",23003
"oakfield","genesee","NY",36037
"oakfield","madison","TN",47113
"oakfield","fond du lac","WI",55039
"oakford","menard","IL",17129
"oakford","howard","IN",18067
"oakham","worcester","MA",25027
"oakhurst","madera","CA",6039
"oakhurst","monmouth","NJ",34025
"oakhurst","creek","OK",40143
"oakhurst","san jacinto","TX",48407
"oakland","marion","AR",5089
"oakland","alameda","CA",6001
"oakland","orange","FL",NULL
"oakland","pottawattamie","IA",19155
"oakland","coles","IL",17029
"oakland","warren","KY",21227
"oakland","garrett","MD",24023
"oakland","kennebec","ME",23011
"oakland","oakland","MI",NULL
"oakland","yalobusha","MS",28161
"oakland","burt","NE",31021
"oakland","bergen","NJ",34003
"oakland","douglas","OR",41019
"oakland","providence","RI",44007
"oakland","fayette","TN",47047
"oakland","colorado","TX",48089
"oakland city","gibson","IN",18051
"oakland gardens","queens","NY",36081
"oakland mills","juniata","PA",42067
"oakley","contra costa","CA",6013
"oakley","cassia","ID",16031
"oakley","logan","KS",20109
"oakley","saginaw","MI",26145
"oakley","summit","UT",49043
"oaklyn","camden","NJ",34007
"oakman","walker","AL",1127
"oakman","gordon","GA",13129
"oakmont","allegheny","PA",42003
"oakpark","madison","VA",51113
"oakridge","lane","OR",41039
"oaks","delaware","OK",40041
"oaks","montgomery","PA",42091
"oaks corners","ontario","NY",36069
"oakton","fairfax","VA",51059
"oaktown","knox","IN",18083
"oakville","napa","CA",6055
"oakville","litchfield","CT",9005
"oakville","louisa","IA",19115
"oakville","delaware","IN",18035
"oakville","live oak","TX",48297
"oakville","grays harbor","WA",53027
"oakwood","hall","GA",13139
"oakwood","vermilion","IL",17183
"oakwood","paulding","OH",39125
"oakwood","dewey","OK",40043
"oakwood","leon","TX",48161
"oakwood","buchanan","VA",51027
"oark","johnson","AR",5101
"oatman","mohave","AZ",4015
"oberlin","decatur","KS",20039
"oberlin","allen parish","LA",22003
"oberlin","lorain","OH",39093
"obernburg","sullivan","NY",36105
"oberon","benson","ND",38005
"obion","obion","TN",47131
"oblong","crawford","IL",17033
"obrien","shasta","CA",NULL
"ocala","marion","FL",NULL
"ocate","mora","NM",35033
"occidental","sonoma","CA",6097
"occoquan","prince william","VA",51153
"ocean beach","suffolk","NY",36103
"ocean bluff","plymouth","MA",25023
"ocean city","worcester","MD",24047
"ocean city","cape may","NJ",34009
"ocean gate","ocean","NJ",34029
"ocean grove","monmouth","NJ",34025
"ocean isle beach","brunswick","NC",NULL
"ocean park","york","ME",23031
"ocean park","pacific","WA",53049
"ocean shores","grays harbor","WA",53027
"ocean springs","jackson","MS",28059
"ocean view","sussex","DE",10005
"ocean view","hawaii","HI",NULL
"ocean view","cape may","NJ",34009
"oceana","wyoming","WV",54109
"oceano","san luis obispo","CA",6079
"oceanport","monmouth","NJ",34025
"oceanside","san diego","CA",6073
"oceanside","nassau","NY",36059
"oceanside","tillamook","OR",41057
"oceanville","atlantic","NJ",34001
"oceola","crawford","OH",39033
"ochelata","washington","OK",40147
"ocheyedan","osceola","IA",19143
"ochlocknee","thomas","GA",13275
"ochopee","collier","FL",NULL
"ocilla","irwin","GA",13155
"ocklawaha","marion","FL",NULL
"ocoee","orange","FL",NULL
"ocoee","polk","TN",47139
"oconee","washington","GA",13175
"oconee","shelby","IL",17173
"oconomowoc","waukesha","WI",55133
"oconto","custer","NE",31041
"oconto","oconto","WI",55083
"oconto falls","oconto","WI",55083
"ocotillo","imperial","CA",6025
"ocracoke","hyde","NC",37095
"odanah","ashland","WI",55003
"odd","raleigh","WV",54081
"odebolt","sac","IA",19161
"odell","livingston","IL",17105
"odell","gage","NE",31067
"odell","hood river","OR",41027
"odell","wilbarger","TX",48345
"odem","san patricio","TX",48409
"oden","montgomery","AR",5097
"oden","emmet","MI",26047
"odenton","anne arundel","MD",24003
"odenville","st. clair","AL",1115
"odessa","new castle","DE",10003
"odessa","hillsborough","FL",12101
"odessa","big stone","MN",27011
"odessa","lafayette","MO",29107
"odessa","buffalo","NE",31019
"odessa","schuyler","NY",36097
"odessa","ector","TX",48329
"odessa","lincoln","WA",53043
"odin","marion","IL",17121
"odin","watonwan","MN",27165
"odon","daviess","IN",18027
"odonnell","lynn","TX",48305
"odum","wayne","GA",13305
"oelrichs","fall river","SD",46047
"oelwein","fayette","IA",19065
"offerle","edwards","KS",20047
"offerman","pierce","GA",13229
"offutt a f b","sarpy","NE",31153
"ogallah","trego","KS",20195
"ogallala","keith","NE",31101
"ogden","little river","AR",5081
"ogden","boone","IA",19015
"ogden","champaign","IL",17019
"ogden","riley","KS",20161
"ogden","weber","UT",49057
"ogdensburg","sussex","NJ",34037
"ogdensburg","st. lawrence","NY",36089
"ogdensburg","waupaca","WI",55135
"ogema","becker","MN",27005
"ogema","price","WI",55099
"ogilvie","kanabec","MN",27065
"oglala","shannon","SD",46113
"oglesby","lasalle","IL",17099
"oglesby","coryell","TX",48099
"oglethorpe","macon","GA",13193
"ogunquit","york","ME",23031
"ohatchee","calhoun","AL",1015
"ohio","bureau","IL",17011
"ohio city","gunnison","CO",8051
"ohio city","van wert","OH",39161
"ohiopyle","fayette","PA",42051
"ohiowa","fillmore","NE",31059
"ohkay owingeh","rio arriba","NM",35039
"ohlman","montgomery","IL",17135
"oil city","caddo parish","LA",22017
"oil city","venango","PA",42121
"oil springs","johnson","KY",21115
"oil trough","independence","AR",5063
"oilmont","toole","MT",30101
"oilton","creek","OK",40037
"oilton","webb","TX",48479
"oilville","goochland","VA",51075
"ojai","ventura","CA",6111
"ojibwa","sawyer","WI",55113
"ojo caliente","rio arriba","NM",35055
"ojo feliz","mora","NM",35033
"okabena","jackson","MN",27063
"okahumpka","lake","FL",NULL
"okanogan","okanogan","WA",53047
"okarche","kingfisher","OK",40073
"okatie","beaufort","SC",NULL
"okaton","jones","SD",46075
"okauchee","waukesha","WI",55133
"okawville","washington","IL",17189
"okay","wagoner","OK",40145
"okeana","butler","OH",39017
"okeechobee","okeechobee","FL",12093
"okeene","major","OK",40011
"okemah","okfuskee","OK",40107
"okemos","ingham","MI",26065
"oketo","marshall","KS",20117
"oklahoma city","oklahoma","OK",40109
"oklaunion","wilbarger","TX",48487
"oklee","red lake","MN",27125
"okmulgee","okmulgee","OK",40111
"okoboji","dickinson","IA",19059
"okolona","clark","AR",5019
"okolona","chickasaw","MS",28017
"okolona","henry","OH",39069
"okreek","todd","SD",46121
"oktaha","muskogee","OK",40101
"ola","yell","AR",5149
"ola","gem","ID",16045
"olalla","kitsap","WA",53035
"olamon","penobscot","ME",23019
"olancha","inyo","CA",6027
"olanta","clearfield","PA",42033
"olanta","florence","SC",45041
"olar","bamberg","SC",45009
"olathe","montrose","CO",8085
"olathe","johnson","KS",20091
"olaton","ohio","KY",21183
"olcott","niagara","NY",36063
"old appleton","cape girardeau","MO",29031
"old bethpage","nassau","NY",36059
"old bridge","middlesex","NJ",34023
"old chatham","columbia","NY",36021
"old fields","hardy","WV",54031
"old forge","herkimer","NY",36043
"old forge","lackawanna","PA",42069
"old fort","mcdowell","NC",37111
"old fort","seneca","OH",39147
"old fort","polk","TN",47139
"old glory","stonewall","TX",48433
"old greenwich","fairfield","CT",9001
"old harbor","kodiak island borough","AK",2150
"old hickory","davidson","TN",47037
"old lyme","new london","CT",9011
"old mission","grand traverse","MI",26055
"old monroe","lincoln","MO",29113
"old mystic","new london","CT",9011
"old ocean","brazoria","TX",48039
"old orchard beach","york","ME",23031
"old saybrook","middlesex","CT",9007
"old station","shasta","CA",6089
"old town","dixie","FL",12029
"old town","penobscot","ME",23019
"old washington","guernsey","OH",39059
"old westbury","nassau","NY",36059
"old zionsville","lehigh","PA",42077
"olden","eastland","TX",48133
"oldenburg","franklin","IN",18047
"oldfield","christian","MO",29043
"oldham","kingsbury","SD",46077
"oldhams","westmoreland","VA",51193
"olds","henry","IA",19087
"oldsmar","pinellas","FL",12103
"oldtown","bonner","ID",16017
"oldtown","allegany","MD",24001
"oldwick","hunterdon","NJ",34019
"olean","miller","MO",29131
"olean","cattaraugus","NY",36009
"olema","marin","CA",6041
"oley","berks","PA",42011
"olga","san juan","WA",53055
"olin","jones","IA",19105
"olin","iredell","NC",37097
"olive","powder river","MT",30075
"olive branch","alexander","IL",17003
"olive branch","desoto","MS",28033
"olive hill","carter","KY",21043
"olivebridge","ulster","NY",36111
"oliveburg","jefferson","PA",42065
"olivehill","hardin","TN",47071
"olivehurst","yuba","CA",6115
"oliver","screven","GA",13251
"oliver","fayette","PA",42051
"oliver springs","roane","TN",47129
"olivet","eaton","MI",26025
"olivet","hutchinson","SD",46067
"olivia","renville","MN",27129
"olivia","harnett","NC",37085
"olla","la salle parish","LA",22059
"ollie","keokuk","IA",19107
"olmito","cameron","TX",48061
"olmitz","barton","KS",20009
"olmstead","logan","KY",21141
"olmsted","pulaski","IL",17153
"olmsted falls","cuyahoga","OH",39035
"olmstedville","essex","NY",36031
"olney","richland","IL",17159
"olney","montgomery","MD",24031
"olney","lincoln","MO",29113
"olney","flathead","MT",30029
"olney","young","TX",48503
"olney springs","crowley","CO",8025
"olpe","lyon","KS",20111
"olsburg","pottawatomie","KS",20149
"olton","lamb","TX",48279
"olustee","baker","FL",12003
"olustee","jackson","OK",40065
"olympia","bath","KY",21011
"olympia","thurston","WA",53067
"olympia fields","cook","IL",17031
"olympic valley","placer","CA",NULL
"olyphant","lackawanna","PA",42069
"omaha","boone","AR",5009
"omaha","stewart","GA",13259
"omaha","gallatin","IL",17059
"omaha","sarpy","NE",31153
"omaha","morris","TX",48343
"omak","okanogan","WA",53047
"omar","logan","WV",54045
"omega","tift","GA",13071
"omega","kingfisher","OK",40073
"omena","leelanau","MI",26089
"omer","arenac","MI",26011
"omro","winnebago","WI",55139
"ona","hardee","FL",12049
"ona","cabell","WV",54011
"onaga","pottawatomie","KS",20149
"onaka","faulk","SD",46049
"onalaska","polk","TX",48373
"onalaska","lewis","WA",53041
"onalaska","la crosse","WI",55063
"onamia","mille lacs","MN",27095
"onancock","accomack","VA",51001
"onarga","iroquois","IL",17075
"onawa","monona","IA",19133
"onaway","presque isle","MI",26141
"oneco","windham","CT",9015
"oneco","manatee","FL",12081
"onego","pendleton","WV",54071
"oneida","phillips","AR",5107
"oneida","knox","IL",17095
"oneida","nemaha","KS",20131
"oneida","clay","KY",21051
"oneida","madison","NY",36053
"oneida","schuylkill","PA",42107
"oneida","scott","TN",47151
"oneida","brown","WI",55087
"oneill","holt","NE",31089
